motu_word,frequency,example_reference,english_gloss,notes
igaukaralaidia,2,2KI 22:7,,
hulda,2,2KI 22:14,,
tikva,2,2KI 22:14,,
noho-bou,2,2KI 23:5,,
badu-garaḡara,2,2KI 23:26,,
leremia,2,2KI 23:31,,
sisi-sisi,2,2KI 24:13,,
ihagwauta-taurahani-tana,2,2KI 25:8,,
tanahumete,2,2KI 25:23,,
evil-merodak,2,2KI 25:27,,
sefi,2,1CH 1:36,,
batasua,2,1CH 2:3,,
rava-maraḡina,2,1CH 2:4,,
oseme,2,1CH 2:15,,
asahuru,2,1CH 2:24,,
abisuru,2,1CH 2:28,,
selede,2,1CH 2:30,,
ahalai,2,1CH 2:31,,
iaraha,2,1CH 2:34,,
efelala,2,1CH 2:37,,
sisimai,2,1CH 2:40,,
lerahamele,2,1CH 2:42,,
rahama,2,1CH 2:44,,
gasese,2,1CH 2:46,,
pelet,2,1CH 2:47,,
saafa,2,1CH 2:47,,
sorata,2,1CH 2:53,,
lahata,2,1CH 4:2,,
koso,2,1CH 4:8,,
kelubu,2,1CH 4:11,,
esetono,2,1CH 4:11,,
tehina,2,1CH 4:12,,
meonotai,2,1CH 4:13,,
dibakana,2,1CH 4:14,,
iru,2,1CH 4:15,,
iehalelele,2,1CH 4:16,,
merede,2,1CH 4:17,,
sarafa,2,1CH 4:22,,
iaribi,2,1CH 4:24,,
asiele,2,1CH 4:35,,
alono,2,1CH 4:37,,
iaroa,2,1CH 5:14,,
iesisai,2,1CH 5:14,,
hara,2,1CH 5:26,,
ahimoto,2,1CH 6:25,,
sofai,2,1CH 6:26,,
loel,2,1CH 6:28,,
hagia,2,1CH 6:30,,
gaukarana,2,1CH 6:31,,
baaseia,2,1CH 6:40,,
eteni,2,1CH 6:41,,
kisi,2,1CH 6:44,,
iahasaha,2,1CH 6:78,,
isirahia,2,1CH 7:3,,
refa,2,1CH 7:25,,
resefe,2,1CH 7:25,,
tela,2,1CH 7:25,,
hotama,2,1CH 7:32,,
sofa,2,1CH 7:35,,
ula,2,1CH 7:39,,
sasaka,2,1CH 8:14,,
loha,2,1CH 8:16,,
siletai,2,1CH 8:20,,
esebaal,2,1CH 8:33,,
pitono,2,1CH 8:35,,
melek,2,1CH 8:35,,
tarea,2,1CH 8:35,,
iehoada,2,1CH 8:36,,
bokeru,2,1CH 8:38,,
searia,2,1CH 8:38,,
utai,2,1CH 9:4,,
ieuele,2,1CH 9:6,,
sinahutaurahanita,2,1CH 9:9,,
iehoiaribi,2,1CH 9:10,,
iahasera,2,1CH 9:12,,
mesilemiti,2,1CH 9:12,,
lese,2,1CH 10:14,,
hakamoni,2,1CH 11:11,,
sakara,2,1CH 11:35,,
iosafat,2,1CH 11:43,,
isimaia,2,1CH 12:4,,
alai,2,1CH 12:11,,
ihaerona,2,1CH 12:32,,
reḡereḡe,2,1CH 15:16,,
elifelehu,2,1CH 15:18,,
mikineia,2,1CH 15:18,,
alamoto,2,1CH 15:20,,
seminiti,2,1CH 15:21,,
haboumai,2,1CH 16:35,,
gogogogo,2,1CH 16:35,,
tou,2,1CH 18:9,,
hadorama,2,1CH 18:10,,
sofaka,2,1CH 19:16,,
setama,2,1CH 23:8,,
ieria,2,1CH 23:19,,
lekameama,2,1CH 23:19,,
hesiri,2,1CH 24:15,,
ihagwauta-taurahanitana,2,1CH 24:16,,
iharuahuiruana,2,1CH 24:17,,
maasia,2,1CH 24:18,,
iehedeia,2,1CH 24:20,,
isihara,2,1CH 24:22,,
iaasia,2,1CH 24:26,,
beno,2,1CH 24:26,,
bukia,2,1CH 25:4,,
eliata,2,1CH 25:4,,
gidalti,2,1CH 25:4,,
romamatiesere,2,1CH 25:4,,
iosobekasa,2,1CH 25:4,,
maloti,2,1CH 25:4,,
hotiri,2,1CH 25:4,,
mahasioto,2,1CH 25:4,,
iduanaidia,2,1CH 25:8,,
eliehoenai,2,1CH 26:3,,
iehieli,2,1CH 26:21,,
inanatalaina,2,1CH 26:27,,
sabdiele,2,1CH 27:2,,
meronoto,2,1CH 27:30,,
gwau-sisiba,2,1CH 27:32,,
lalo-ura,2,1CH 28:21,,
ura-kwalimuna,2,1CH 29:5,,
imatauraimu,2,2CH 1:11,,
idibakana,2,2CH 2:13,,
huram-abi,2,2CH 2:13,,
hakwadogia,2,2CH 3:3,,
helaga-herea,2,2CH 4:22,,
hataidia,2,2CH 7:6,,
palaka-palaka,2,2CH 9:15,,
haharagaia,2,2CH 10:4,,
gerebu-tauratoi,2,2CH 12:3,,
domaga-taurahani,2,2CH 13:3,,
ikwaramai,2,2CH 13:12,,
domaga-ima,2,2CH 13:17,,
neneamu,2,2CH 16:9,,
lehohanan,2,2CH 17:15,,
gvauraidia,2,2CH 20:21,,
tan,2,2CH 20:23,,
iehosabea,2,2CH 22:11,,
ḡaukaralaidia,2,2CH 24:7,,
laohaiava,2,2CH 24:11,,
nomu,2,2CH 26:10,,
asuna,2,2CH 28:21,,
habododia,2,2CH 29:7,,
lalo-maoromaorona,2,2CH 29:34,,
helaoreadia,2,2CH 31:2,,
boga-aukana,2,2CH 32:5,,
hekwarahilai,2,2CH 35:14,,
rohe-ahulaia,2,2CH 35:25,,
hevasehalaidia,2,2CH 36:16,,
haḡaḡaea,2,2CH 36:21,,
mitredata,2,EZR 1:8,,
bilsan,2,EZR 2:2,,
pahatamoab,2,EZR 2:6,,
sakai,2,EZR 2:9,,
mikma,2,EZR 2:27,,
senaha,2,EZR 2:35,,
toiahui,2,EZR 2:35,,
hatita,2,EZR 2:42,,
sobai,2,EZR 2:42,,
hasufa,2,EZR 2:43,,
tabaoto,2,EZR 2:43,,
kero,2,EZR 2:44,,
padono,2,EZR 2:44,,
lebana,2,EZR 2:45,,
hagaba,2,EZR 2:46,,
gahara,2,EZR 2:47,,
gasama,2,EZR 2:48,,
bakabuku,2,EZR 2:51,,
hakufa,2,EZR 2:51,,
harahuru,2,EZR 2:51,,
mehida,2,EZR 2:52,,
harasa,2,EZR 2:52,,
barako,2,EZR 2:53,,
nesia,2,EZR 2:54,,
hatifa,2,EZR 2:54,,
sotai,2,EZR 2:55,,
darakono,2,EZR 2:56,,
hatili,2,EZR 2:57,,
pokerete-hasabaimi,2,EZR 2:57,,
tele-mela,2,EZR 2:59,,
tele-harasa,2,EZR 2:59,,
kerubu,2,EZR 2:59,,
henemai,2,EZR 2:61,,
gwau-maoro,2,EZR 3:7,,
losadak,2,EZR 3:8,,
haginiava,2,EZR 4:1,,
bouamu,2,EZR 4:2,,
tabele,2,EZR 4:7,,
ihadikalaina,2,EZR 4:22,,
ihadibalaimu,2,EZR 5:10,,
laohaidiamu,2,EZR 6:3,,
haganimuimu,2,EZR 6:8,,
iboulaina,2,EZR 6:9,,
hahegoeva,2,EZR 6:20,,
goḡoeva-ḡoḡoeva,2,EZR 6:20,,
babulon,2,EZR 7:16,,
gaukaralaia,2,EZR 7:17,,
haganilai,2,EZR 7:23,,
hadibamuimu,2,EZR 7:24,,
ruahui-taurahani,2,EZR 8:11,,
kasifia,2,EZR 8:17,,
inoina,2,EZR 8:22,,
noadia,2,EZR 8:33,,
hedaredia,2,EZR 9:5,,
kakakakamu,2,EZR 9:6,,
gvaurai,2,EZR 10:1,,
elasa,2,EZR 10:22,,
sabai,2,EZR 10:28,,
matata,2,EZR 10:33,,
hakalia,2,NEH 1:1,,
kisleve,2,NEH 1:1,,
herohemainomu,2,NEH 1:5,,
nisan,2,NEH 2:1,,
siahumui,2,NEH 2:20,,
ibulodia,2,NEH 3:8,,
hasabaneia,2,NEH 3:10,,
halohese,2,NEH 3:12,,
goada-dikadika,2,NEH 3:16,,
habadumu,2,NEH 4:5,,
huhutuma,2,NEH 5:2,,
hidiomai,2,NEH 5:5,,
hoidiamu,2,NEH 5:8,,
vaurai,2,NEH 5:11,,
davedavedia,2,NEH 5:13,,
ihatoiahui-ruana,2,NEH 5:14,,
hegaeḡaelai,2,NEH 5:18,,
ihagarigu,2,NEH 6:14,,
harifi,2,NEH 7:24,,
patapatana,2,NEH 8:4,,
anaia,2,NEH 8:4,,
hadorodia,2,NEH 8:11,,
gubadia,2,NEH 9:6,,
dabudabu,2,NEH 9:29,,
ginetono,2,NEH 10:6,,
tora,2,NEH 10:31,,
inanatalaidia,2,NEH 10:33,,
herekwa,2,NEH 10:39,,
hasaia,2,NEH 11:5,,
itiele,2,NEH 11:7,,
salai,2,NEH 11:8,,
pelalia,2,NEH 11:12,,
ahasai,2,NEH 11:13,,
imatamana,2,NEH 11:17,,
amok,2,NEH 12:7,,
ladua,2,NEH 12:11,,
hahenamodia,2,NEH 12:27,,
dabaimui,2,NEH 13:21,,
india,2,EST 1:1,,
harabona,2,EST 1:10,,
setara,2,EST 1:10,,
bigitana,2,EST 2:21,,
terese,2,EST 2:21,,
hanamolaigu,2,EST 5:13,,
hoimai,2,EST 7:4,,
ege-diho,2,EST 7:8,,
heau-dikadika,2,EST 8:10,,
ihag,2,EST 9:18,,
vauta-hanina,2,EST 9:18,,
idadidia,2,JOB 1:17,,
huhu,2,JOB 1:19,,
gagaegu,2,JOB 1:21,,
egwa,2,JOB 3:3,,
rotoamu,2,JOB 3:9,,
hepunimu,2,JOB 3:21,,
maḡua,2,JOB 3:23,,
kaubebe,2,JOB 4:19,,
kimoremoredia,2,JOB 5:7,,
heḡuiheḡui,2,JOB 5:13,,
goumu,2,JOB 6:5,,
heaḡilai,2,JOB 6:10,,
hadiburadiamu,2,JOB 6:16,,
kamelodia,2,JOB 6:18,,
helarova,2,JOB 6:20,,
hepapahuahulai,2,JOB 6:27,,
helarodia,2,JOB 7:6,,
hagarigumu,2,JOB 7:14,,
ragaia,2,JOB 8:16,,
haganiamu,2,JOB 9:7,,
hahonugumu,2,JOB 9:18,,
oromagu,2,JOB 10:8,,
vabura-vaburana,2,JOB 10:21,,
gonaḡona,2,JOB 11:3,,
ḡoeva-daemu,2,JOB 12:5,,
hakavakavadiamu,2,JOB 12:17,,
hamorudiamu,2,JOB 12:19,,
hakapudiamu,2,JOB 12:20,,
kehodiamu,2,JOB 12:22,,
hahutumadiamu,2,JOB 12:23,,
eregabegu,2,JOB 13:26,,
houka-houkamu,2,JOB 13:28,,
haturiaia,2,JOB 14:6,,
hevarure,2,JOB 14:18,,
mamiamu,2,JOB 14:22,,
halari,2,JOB 16:9,,
vahagu,2,JOB 16:10,,
huarigu,2,JOB 16:12,,
nadinadigu,2,JOB 16:13,,
vabura-vabura,2,JOB 16:16,,
ihamomokanigu,2,JOB 16:19,,
hahebadu,2,JOB 17:2,,
hakwadogidia,2,JOB 18:7,,
hahisihisigu,2,JOB 19:2,,
magua,2,JOB 19:8,,
vadivadidia,2,JOB 19:15,,
topoamu,2,JOB 20:16,,
ani-gunita,2,JOB 20:20,,
kimoremorena,2,JOB 20:25,,
verevai,2,JOB 21:16,,
habodoamu,2,JOB 21:17,,
tahunidiamu,2,JOB 21:26,,
raki,2,JOB 24:8,,
mairumairu,2,JOB 24:15,,
heubumu,2,JOB 24:21,,
adadia,2,JOB 24:24,,
vala,2,JOB 26:13,,
vero,2,JOB 26:13,,
udu-baubaugu,2,JOB 27:3,,
vabudia,2,JOB 27:15,,
poupou,2,JOB 27:23,,
nd,2,JOB 28:2,,
ḡeidiamu,2,JOB 28:4,,
urumu,2,JOB 28:11,,
peninimi,2,JOB 28:18,,
haḡadia,2,JOB 29:23,,
hamarumarudiamu,2,JOB 29:25,,
hevasehalaigumu,2,JOB 30:1,,
koupadia,2,JOB 30:6,,
kanudi,2,JOB 30:10,,
ḡuigumu,2,JOB 30:18,,
koremana,2,JOB 30:30,,
hehuni-hehuni,2,JOB 31:27,,
barakele,2,JOB 32:2,,
tahudiava,2,JOB 32:11,,
hasinadodiamu,2,JOB 33:11,,
rauadiamu,2,JOB 33:18,,
ḡuriamu,2,JOB 33:26,,
ihamoalelaina,2,JOB 34:9,,
huaridiamu,2,JOB 34:24,,
boiboilaiamu,2,JOB 35:9,,
dibaḡanimu,2,JOB 36:18,,
sisimu,2,JOB 37:6,,
paraka,2,JOB 37:9,,
dagadagadia,2,JOB 37:11,,
mareremu,2,JOB 37:17,,
sivaraimai,2,JOB 37:19,,
masaroto,2,JOB 38:32,,
bavala,2,JOB 38:39,,
hakunudia,2,JOB 38:39,,
taritarimu,2,JOB 39:24,,
hiririamu,2,JOB 39:25,,
kereregu,2,JOB 40:8,,
ninina-namo,2,JOB 40:10,,
behemoto,2,JOB 40:15,,
hakerukeruamu,2,JOB 40:22,,
karaudi,2,JOB 41:7,,
daidaimu,2,JOB 41:20,,
ganoka-ganokadia,2,JOB 41:30,,
halohilohiamu,2,JOB 41:31,,
lalo-dibura,2,PSA 2:1,,
etomu,2,PSA 3:2,,
lasigu,2,PSA 7:5,,
durava,2,PSA 7:6,,
laloḡoevaḡoeva,2,PSA 7:10,,
dobumu,2,PSA 7:15,,
heagilaiamu,2,PSA 10:3,,
hekokorokuna,2,PSA 10:4,,
hamuea,2,PSA 10:11,,
kahadiamu,2,PSA 10:14,,
hamaorogumu,2,PSA 11:1,,
maora,2,PSA 11:2,,
lalo-rua,2,PSA 12:2,,
malada,2,PSA 12:4,,
hereagu,2,PSA 13:2,,
anidiamu,2,PSA 14:4,,
hadibagumu,2,PSA 16:7,,
haheitalaigumu,2,PSA 16:11,,
lahi-hururuhururu,2,PSA 18:12,,
haraiamu,2,PSA 18:28,,
kerere-kereredia,2,PSA 19:12,,
hehuni-hehunidia,2,PSA 19:12,,
havavalaiamu,2,PSA 21:3,,
hadaudau,2,PSA 21:4,,
hagorugu,2,PSA 22:15,,
dabaraiamu,2,PSA 23:5,,
inoho-henina,2,PSA 24:1,,
ikoukoumui,2,PSA 24:7,,
ialoa,2,PSA 25:7,,
maoromaorogu,2,PSA 26:1,,
bibia,2,PSA 26:9,,
heatolaidia,2,PSA 29:1,,
tano-gaḡaena,2,PSA 29:8,,
makohina,2,PSA 31:12,,
hahanemumu,2,PSA 31:17,,
metaimu,2,PSA 31:19,,
varoda-varodava,2,PSA 32:3,,
hisidae,2,PSA 32:11,,
aoto,2,PSA 35:3,,
dedidedi,2,PSA 35:6,,
dadihaiamu,2,PSA 35:10,,
nanadailaigumu,2,PSA 35:11,,
igo-diho,2,PSA 35:14,,
ibunidia,2,PSA 35:19,,
ha-inudiamu,2,PSA 36:8,,
igwaurai-maoromu,2,PSA 37:6,,
hariharimu,2,PSA 37:26,,
haheaukagu,2,PSA 40:1,,
torelaigu,2,PSA 40:7,,
iabi,2,PSA 40:14,,
lalogumu,2,PSA 40:17,,
hemaunulai,2,PSA 41:7,,
lahagu,2,PSA 41:9,,
sinaia,2,PSA 42:7,,
moalelaidiava,2,PSA 44:3,,
alamaimu,2,PSA 44:22,,
duahimaimu,2,PSA 44:22,,
pen,2,PSA 45:1,,
horolaimu,2,PSA 45:7,,
kasia,2,PSA 45:8,,
raivaraivamu,2,PSA 46:6,,
hakwaiduamu,2,PSA 46:9,,
aeda,2,PSA 47:3,,
maragimu,2,PSA 52:3,,
huarimu,2,PSA 52:5,,
hanohoamu,2,PSA 54:3,,
hahekwakwanaigumu,2,PSA 55:3,,
irurumatagu,2,PSA 56:8,,
arana,2,PSA 62:3,,
tohomai,2,PSA 66:10,,
koekoemai,2,PSA 66:11,,
hahanemu,2,PSA 69:13,,
urudia,2,PSA 71:18,,
demari,2,PSA 72:9,,
gorerediamu,2,PSA 73:5,,
dina-diho,2,PSA 75:6,,
igari-henimu,2,PSA 76:7,,
irakalaina,2,PSA 78:10,,
kerehaiva,2,PSA 78:34,,
hahisihisiava,2,PSA 78:40,,
hetari,2,PSA 78:47,,
aitupto,2,PSA 78:51,,
heabi-mauri,2,PSA 78:61,,
ihi-ihiraimaimu,2,PSA 79:4,,
ḡonaḡonalaimaimu,2,PSA 79:4,,
hakauamu,2,PSA 80:1,,
ihi-ihirai,2,PSA 80:6,,
hakerukerudia,2,PSA 80:10,,
burukimu,2,PSA 80:12,,
ganaḡanamu,2,PSA 84:2,,
hagaudiamu,2,PSA 87:6,,
ialo-hisihisi,2,PSA 88:9,,
habuagu,2,PSA 88:16,,
hahebua-tarina,2,PSA 91:6,,
havahuradia,2,PSA 94:23,,
anemui,2,PSA 100:2,,
lalo-ḡoevaḡoevagu,2,PSA 101:2,,
edeana,2,PSA 102:7,,
hagadoidia,2,PSA 102:23,,
hamaurimumu,2,PSA 103:3,,
rauaiamu,2,PSA 103:4,,
heuraheni,2,PSA 103:4,,
hamatamataiamu,2,PSA 103:5,,
odaiamu,2,PSA 103:16,,
mukurodia,2,PSA 104:3,,
hururudia,2,PSA 104:4,,
hagahagadia,2,PSA 104:18,,
goevaḡoevamu,2,PSA 106:3,,
oro,2,PSA 106:30,,
turiariki,2,PSA 106:33,,
diburava,2,PSA 107:10,,
hametaudia,2,PSA 107:12,,
madai-madai,2,PSA 107:27,,
metai,2,PSA 107:30,,
hanohodiamu,2,PSA 107:36,,
ihapararana,2,PSA 108:7,,
ihurilaina,2,PSA 108:9,,
momomokakani,2,PSA 111:7,,
mamaoromamaoro,2,PSA 111:7,,
mareremarere,2,PSA 112:6,,
hahedaimu,2,PSA 112:10,,
reḡereḡerena,2,PSA 115:17,,
masemasedia,2,PSA 119:70,,
vaburamu,2,PSA 119:82,,
irohana,2,PSA 119:123,,
davemu,2,PSA 119:128,,
hodi,2,PSA 119:131,,
kiniamu,2,PSA 119:147,,
ihahemetaimu,2,PSA 121:5,,
teronodia,2,PSA 122:5,,
ududa,2,PSA 126:2,,
ihadodia,2,PSA 126:6,,
hisi-daena,2,PSA 126:6,,
halatadia,2,PSA 129:3,,
rosiamu,2,PSA 129:7,,
ḡaukaralaidiamu,2,PSA 131:1,,
hamahutadia,2,PSA 132:4,,
natu-roboadia,2,PSA 135:8,,
ḡuimai,2,PSA 137:3,,
hadailaimu,2,PSA 140:2,,
ihahetutuhidia,2,PSA 140:4,,
hamakohiamu,2,PSA 141:7,,
hanamolaia,2,PSA 145:4,,
nunumaidia,2,PSA 145:14,,
hakunudiamu,2,PSA 145:16,,
halodiamu,2,PSA 147:3,,
hahonumumu,2,PSA 147:14,,
kara-balaheni,2,PRO 2:11,,
hadaudaudia,2,PRO 3:2,,
hesikulaia,2,PRO 3:11,,
heabimu,2,PRO 3:14,,
heḡui-heḡui,2,PRO 3:32,,
maraḡigu,2,PRO 4:3,,
davaridiamu,2,PRO 4:22,,
mageva,2,PRO 4:27,,
lohilohina,2,PRO 5:18,,
anara,2,PRO 5:20,,
ḡuiamu,2,PRO 5:22,,
hahekwinaia,2,PRO 6:10,,
hakunumaiamu,2,PRO 6:13,,
mata-kunumai,2,PRO 6:15,,
hiridia,2,PRO 7:3,,
kinamono,2,PRO 7:17,,
ha-uraiamu,2,PRO 7:21,,
gwadaiamu,2,PRO 7:23,,
inai-henina,2,PRO 8:13,,
ima-lalo-ani,2,PRO 8:18,,
anigu,2,PRO 8:19,,
ilalo-taona,2,PRO 10:7,,
udu-mauri,2,PRO 10:8,,
gugurumu,2,PRO 10:28,,
baiamu,2,PRO 11:7,,
tutukamu,2,PRO 12:3,,
hahedikamu,2,PRO 13:3,,
heaonegamu,2,PRO 13:20,,
lava-dae,2,PRO 14:26,,
hamanokaiamu,2,PRO 14:30,,
lalo-moale,2,PRO 15:15,,
heinai-hehenina,2,PRO 15:17,,
avohana,2,PRO 15:19,,
oru,2,PRO 16:10,,
bonegita,2,PRO 16:27,,
lahu,2,PRO 17:6,,
lalo-metau,2,PRO 17:22,,
vaveamu,2,PRO 18:6,,
hahehonumu,2,PRO 18:20,,
hedaro-boubou,2,PRO 18:24,,
haḡoevadiamu,2,PRO 20:30,,
iabi-hidina,2,PRO 22:1,,
hadibalaimumu,2,PRO 22:19,,
ani-lavadae,2,PRO 23:21,,
heaimu,2,PRO 23:29,,
bulodiamu,2,PRO 23:30,,
manada-manadamu,2,PRO 23:31,,
hekorimu,2,PRO 23:32,,
au-tubuana,2,PRO 23:34,,
ig,2,PRO 25:11,,
dodinai,2,PRO 25:16,,
vatuamu,2,PRO 26:10,,
mumutana,2,PRO 26:11,,
heaḡilaidia,2,PRO 27:1,,
ikahu-taona,2,PRO 27:16,,
segeamu,2,PRO 27:17,,
itohona,2,PRO 27:21,,
hekoki,2,PRO 27:22,,
havahuamu,2,PRO 29:4,,
takutaku,2,PRO 29:20,,
miḡu,2,PRO 30:26,,
lemuele,2,PRO 31:1,,
linen,2,PRO 31:22,,
hisihisilaiva,2,ECC 2:17,,
reḡereḡeda,2,ECC 3:7,,
heinai-heheni,2,ECC 3:8,,
paru,2,ECC 5:12,,
tudaga,2,ECC 5:17,,
kara-maoromaoro,2,ECC 7:20,,
edh,2,ECC 8:10,,
badirla,2,ECC 9:10,,
hetoamu,2,ECC 9:12,,
heidoamu,2,ECC 9:12,,
diagau,2,ECC 9:18,,
kohumu,2,ECC 10:18,,
haherahuna,2,SNG 1:2,,
vatagadia,2,SNG 1:8,,
ratagu,2,SNG 1:13,,
hahekwinagu,2,SNG 2:6,,
rosigu,2,SNG 2:6,,
ivitoto,2,SNG 3:7,,
isemu,2,SNG 4:2,,
karakomo,2,SNG 4:14,,
mauri-ranuna,2,SNG 4:15,,
pidipidimu,2,SNG 5:2,,
punedia,2,SNG 5:12,,
sulama,2,SNG 6:13,,
hudomu,2,SNG 7:2,,
isegu,2,SNG 7:9,,
imailaina,2,SNG 8:10,,
hadodoa,2,ISA 1:6,,
heḡerḡerena,2,ISA 1:18,,
kwama-kwama,2,ISA 2:4,,
kaiadia,2,ISA 2:4,,
hetahuni,2,ISA 2:10,,
ḡau-latalatadia,2,ISA 2:13,,
hapuki,2,ISA 2:18,,
ihagarina,2,ISA 2:19,,
isenudia,2,ISA 3:6,,
moimoilaidiamu,2,ISA 3:15,,
toradia,2,ISA 3:20,,
torana,2,ISA 3:24,,
hevale,2,ISA 3:26,,
guriguri,2,ISA 5:2,,
veriamu,2,ISA 5:18,,
ha-iditaia,2,ISA 5:20,,
houka-houka,2,ISA 5:24,,
heoda,2,ISA 5:24,,
hioga,2,ISA 5:26,,
serapi,2,ISA 6:2,,
miroka,2,ISA 6:5,,
terebinth,2,ISA 6:13,,
dekedekedai,2,ISA 7:15,,
hekada,2,ISA 7:16,,
heruhadia,2,ISA 7:25,,
henegadia,2,ISA 8:12,,
hadibadibalaidia,2,ISA 8:16,,
hahedibalaimu,2,ISA 9:15,,
perovetana,2,ISA 9:15,,
kwalahudia,2,ISA 9:18,,
tagadia,2,ISA 10:14,,
tuhutuhu,2,ISA 11:1,,
igegelaina,2,ISA 11:5,,
idiba-maorona,2,ISA 11:9,,
vagege,2,ISA 11:13,,
dinai,2,ISA 12:4,,
kalodia,2,ISA 13:2,,
heḡereḡeremai,2,ISA 14:10,,
hisiuna,2,ISA 14:12,,
hadihomu,2,ISA 14:15,,
auki,2,ISA 15:2,,
riomu,2,ISA 15:3,,
heau-mauri,2,ISA 15:5,,
eglata-selisia,2,ISA 15:5,,
luhiti,2,ISA 15:5,,
nimirimi,2,ISA 15:6,,
iharoho-mauridia,2,ISA 16:4,,
hatubudia,2,ISA 17:11,,
unukahadia,2,ISA 18:1,,
mamanada-mamanada,2,ISA 18:2,,
hodadia,2,ISA 19:7,,
hatumu,2,ISA 19:9,,
gaukaramu,2,ISA 19:10,,
tamakana,2,ISA 20:2,,
koekoegu,2,ISA 21:3,,
iḡiḡi-dobidia,2,ISA 22:5,,
dabaimu,2,ISA 22:17,,
heatolaidiamu,2,ISA 23:8,,
tuiamu,2,ISA 25:5,,
tuia,2,ISA 25:5,,
nurinurina,2,ISA 25:6,,
hedaga,2,ISA 26:7,,
hualana,2,ISA 27:1,,
kwarakauna,2,ISA 28:1,,
mage,2,ISA 28:4,,
ha-ani,2,ISA 28:12,,
ranu-masena,2,ISA 29:8,,
itadamu,2,ISA 29:15,,
hadavalaidia,2,ISA 30:5,,
hisihisi-bada,2,ISA 30:6,,
palaka-palakana,2,ISA 30:8,,
ikoidia,2,ISA 30:10,,
kahira-kahiramu,2,ISA 30:13,,
badu-ḡaraḡarana,2,ISA 30:30,,
haloudiamu,2,ISA 31:2,,
laḡaḡa,2,ISA 31:9,,
lanalana,2,ISA 32:4,,
hakunua,2,ISA 32:6,,
hatalaimu,2,ISA 32:7,,
isisiba-henidia,2,ISA 32:8,,
ilalodia,2,ISA 32:12,,
kara-dibaka,2,ISA 33:1,,
rohana,2,ISA 33:17,,
palai,2,ISA 33:20,,
heloku,2,ISA 34:4,,
gatoi,2,ISA 34:15,,
kasiri,2,ISA 35:9,,
davalaidia,2,ISA 35:10,,
pavana,2,ISA 37:9,,
gudu-isidia,2,ISA 40:4,,
hahetariamu,2,ISA 40:19,,
hadodiamu,2,ISA 40:24,,
golemu,2,ISA 43:2,,
igwaurai-maorodia,2,ISA 43:9,,
puri,2,ISA 44:13,,
nauamu,2,ISA 44:13,,
heganamu,2,ISA 44:15,,
gabuamu,2,ISA 44:16,,
badimu,2,ISA 44:28,,
hahenemailaimu,2,ISA 45:4,,
ḡaulatalatadia,2,ISA 45:14,,
irauana,2,ISA 46:2,,
haheḡereḡeremai,2,ISA 46:5,,
reḡereḡemu,2,ISA 47:5,,
siahu-herea,2,ISA 47:9,,
hamamaia,2,ISA 47:11,,
henemailaiamu,2,ISA 48:1,,
hakaumumu,2,ISA 48:17,,
ihaginimu,2,ISA 49:17,,
hanohogu,2,ISA 49:21,,
hakororoamu,2,ISA 50:2,,
durugumu,2,ISA 50:7,,
ha-aramu,2,ISA 50:11,,
dorumui,2,ISA 51:23,,
rakamui,2,ISA 51:23,,
huahaida,2,ISA 53:4,,
mumu,2,ISA 53:7,,
huahaidia,2,ISA 53:11,,
ikoukoumu,2,ISA 54:12,,
hahururuamu,2,ISA 54:16,,
bibigu,2,ISA 56:3,,
asioto,2,ISA 57:10,,
haduhuamu,2,ISA 57:20,,
heatumu,2,ISA 58:4,,
anivagana,2,ISA 58:5,,
ihanamo-loumu,2,ISA 58:8,,
hahebubudia,2,ISA 59:7,,
haraḡaharaḡamu,2,ISA 59:7,,
hagagevadia,2,ISA 59:8,,
irauamu,2,ISA 60:16,,
hadiarimu,2,ISA 60:19,,
maragi-maragina,2,ISA 60:22,,
hekoumu,2,ISA 61:1,,
kuma,2,ISA 62:6,,
hisihisilai,2,ISA 63:9,,
dosidia,2,ISA 63:9,,
larova,2,ISA 64:3,,
lauma-daure,2,ISA 65:14,,
haheḡoevamu,2,ISA 66:17,,
hahelagamu,2,JER 1:5,,
hevaira-henidia,2,JER 1:15,,
asieto,2,JER 2:6,,
dibura-masemase,2,JER 2:6,,
kerereva,2,JER 2:8,,
kone-tanodia,2,JER 2:10,,
igari-henigu,2,JER 2:19,,
hebogahisigu,2,JER 3:12,,
eregabemai,2,JER 3:24,,
itapona,2,JER 4:11,,
idaena,2,JER 4:16,,
tabubu-tabubu,2,JER 4:24,,
haoredia,2,JER 5:17,,
puradia,2,JER 5:24,,
ibani-henidia,2,JER 5:26,,
taudh,2,JER 5:26,,
rahimu,2,JER 6:4,,
kerekeremu,2,JER 6:4,,
deḡedeḡena-rahu,2,JER 6:8,,
gugulaimu,2,JER 6:13,,
lamai-lamai,2,JER 6:14,,
ḡeḡeda,2,JER 6:25,,
habadugumu,2,JER 7:18,,
vairava,2,JER 7:24,,
nu,2,JER 8:12,,
laimui,2,JER 9:4,,
hakorena,2,JER 9:8,,
lalo-aukadia,2,JER 9:14,,
ufasa,2,JER 10:9,,
heguruamu,2,JER 10:13,,
haero-kerere,2,JER 10:15,,
ihabua-tarimui,2,JER 11:15,,
hadomui,2,JER 11:17,,
vahuna,2,JER 12:11,,
herio,2,JER 13:11,,
hodudia,2,JER 13:11,,
loa-kava,2,JER 14:10,,
inanadailaina,2,JER 15:5,,
gari-bada,2,JER 15:8,,
