motu_word,frequency,example_reference,english_gloss,notes
diva,1,JOB 7:6,,
tabagu,1,JOB 7:19,,
pariparimu,1,JOB 8:11,,
gohaiamu,1,JOB 8:12,,
hemoḡemu,1,JOB 8:17,,
hebutu,1,JOB 8:18,,
haheudea,1,JOB 9:6,,
e-idia,1,JOB 9:8,,
hadana,1,JOB 9:13,,
goada-helulu,1,JOB 9:19,,
taiga-dika,1,JOB 9:20,,
heiru,1,JOB 9:26,,
vanaḡidia,1,JOB 9:26,,
seigu,1,JOB 10:10,,
ranuka-ranuka,1,JOB 10:10,,
hahetarigu,1,JOB 10:10,,
ḡovagu,1,JOB 10:11,,
nahuagu,1,JOB 10:14,,
lanudia,1,JOB 12:15,,
hariolaidiamu,1,JOB 12:18,,
ruhadiamu,1,JOB 12:21,,
hararagadiamu,1,JOB 12:25,,
hereva-herevalaia,1,JOB 13:3,,
tahumui,1,JOB 13:9,,
herevara,1,JOB 13:18,,
hakahidia,1,JOB 13:27,,
imoidia,1,JOB 13:27,,
mouka-moukamu,1,JOB 13:28,,
ikahu-negegu,1,JOB 14:14,,
ae-dagagu,1,JOB 14:16,,
dimura-dimuramu,1,JOB 14:18,,
hehuhu-hehuhumu,1,JOB 14:19,,
hepui-hepui,1,JOB 15:2,,
dobirina,1,JOB 15:2,,
hahehonu,1,JOB 15:2,,
henega-hebouna,1,JOB 15:8,,
hui-buruka,1,JOB 15:10,,
tau-halo,1,JOB 15:11,,
hahururumu,1,JOB 15:12,,
hapouta-poutaiamu,1,JOB 15:27,,
habadika-badikaiamu,1,JOB 15:27,,
heḡaeḡaelaimu,1,JOB 15:35,,
hataiko-taiko,1,JOB 16:4,,
edebadana,1,JOB 16:6,,
havarodagu,1,JOB 16:8,,
varoda-varodana,1,JOB 16:8,,
habaru-habaru,1,JOB 16:10,,
atogumu,1,JOB 16:11,,
negegumu,1,JOB 16:11,,
hamakohigu,1,JOB 16:12,,
audunagu,1,JOB 16:13,,
taunimartima,1,JOB 17:6,,
kanudi-kanudiraigumu,1,JOB 17:6,,
haḡaraḡaraiamu,1,JOB 17:8,,
moru-gurina,1,JOB 18:8,,
helaoahuna,1,JOB 18:8,,
ibodi-kwanauna,1,JOB 18:10,,
hahavaiamu,1,JOB 18:11,,
hamamanoamu,1,JOB 18:12,,
heiene,1,JOB 18:15,,
oiari,1,JOB 18:18,,
lalagalaiamu,1,JOB 18:20,,
hakereregu,1,JOB 19:6,,
hadareregumu,1,JOB 19:10,,
ituari-henigu,1,JOB 19:12,,
iga-igaraigumu,1,JOB 19:17,,
horemu,1,JOB 19:20,,
hdhisigumu,1,JOB 19:22,,
hahisigumu,1,JOB 19:22,,
vaduna,1,JOB 19:24,,
mumutaia,1,JOB 20:15,,
ihakununa,1,JOB 20:23,,
audunana,1,JOB 20:25,,
ihadonodia,1,JOB 20:26,,
hahururua,1,JOB 20:26,,
maumauraidiamu,1,JOB 21:4,,
matadiai,1,JOB 21:8,,
mavarumu,1,JOB 21:11,,
ha-aonegaia,1,JOB 21:22,,
hidorona,1,JOB 21:24,,
lauma-iditana,1,JOB 21:25,,
hai,1,JOB 22:6,,
gari-taku,1,JOB 22:10,,
lalo-iditagu,1,JOB 23:2,,
idurulaigu,1,JOB 23:4,,
halalaḡaḡu,1,JOB 23:16,,
ḡeḡeḡu,1,JOB 23:17,,
gwauhamatadavana,1,JOB 24:3,,
momorudiae,1,JOB 24:6,,
metaidia,1,JOB 24:8,,
dadiamu,1,JOB 24:9,,
moidiamu,1,JOB 24:11,,
masediamu,1,JOB 24:11,,
darediamu,1,JOB 24:16,,
uneadia,1,JOB 24:18,,
geaka-geaka,1,JOB 24:19,,
dodomu,1,JOB 24:19,,
dorivanai,1,JOB 25:2,,
dobu-masemase,1,JOB 26:6,,
hahebouamu,1,JOB 26:8,,
hagaimaia,1,JOB 26:12,,
lahulahumu,1,JOB 26:14,,
guba-rahurahu,1,JOB 26:14,,
korikorirta,1,JOB 27:2,,
ha-iditaiamu,1,JOB 27:2,,
basinato,1,JOB 27:5,,
ano,1,JOB 28:2,,
ihavevena,1,JOB 28:2,,
hetahumu,1,JOB 28:3,,
manodia,1,JOB 28:11,,
glass,1,JOB 28:17,,
iahulahu,1,JOB 28:22,,
kevaruna,1,JOB 28:26,,
bamoguva,1,JOB 29:5,,
vataḡadia,1,JOB 29:6,,
maodia,1,JOB 29:10,,
dodomana,1,JOB 29:17,,
ramugu,1,JOB 29:19,,
rigigu,1,JOB 29:19,,
matamatamu,1,JOB 29:20,,
henariva,1,JOB 29:21,,
ḡauaiamu,1,JOB 30:3,,
bagubagumu,1,JOB 30:10,,
maorana,1,JOB 30:11,,
hearuru,1,JOB 30:12,,
mukona,1,JOB 30:18,,
hakoremaia,1,JOB 30:28,,
hevaka,1,JOB 30:30,,
morumorumu,1,JOB 30:30,,
itadiaimu,1,JOB 31:4,,
duahidiamu,1,JOB 31:4,,
hahetohogu,1,JOB 31:6,,
riria,1,JOB 31:10,,
havalahu-valahua,1,JOB 31:16,,
gunita,1,JOB 31:17,,
larolarogu,1,JOB 31:22,,
hahisina,1,JOB 31:23,,
haduagumu,1,JOB 32:18,,
inai-henigu,1,JOB 33:10,,
itadiava,1,JOB 33:21,,
aonga,1,JOB 34:2,,
patapatadiamu,1,JOB 34:37,,
hadibadibadamu,1,JOB 35:11,,
ha-aonegadamu,1,JOB 35:11,,
heidi-rorona,1,JOB 36:16,,
anelaiamu,1,JOB 36:24,,
varahudia,1,JOB 36:27,,
heturia-rikilaiamu,1,JOB 36:33,,
taho-diho,1,JOB 37:9,,
hetarimu,1,JOB 37:10,,
ihagugurudia,1,JOB 37:12,,
hevarivarina,1,JOB 37:18,,
ihamaoromaorolaidia,1,JOB 37:19,,
itaitana,1,JOB 37:22,,
digidia,1,JOB 38:13,,
muramuraia,1,JOB 38:14,,
lohilohi-dae,1,JOB 38:16,,
haita,1,JOB 38:25,,
deḡedegena-rahu,1,JOB 38:27,,
hunu-hetari,1,JOB 38:29,,
iḡuilaidia,1,JOB 38:31,,
ha-evaia,1,JOB 38:37,,
hemane,1,JOB 38:38,,
rakimu,1,JOB 38:40,,
maramu,1,JOB 39:3,,
habadinalaia,1,JOB 39:11,,
hahetapo-hetapoamu,1,JOB 39:13,,
rakatanidiamu,1,JOB 39:14,,
hasiahu-siahudia,1,JOB 39:14,,
kimoredia,1,JOB 39:23,,
sibo-hemataurai,1,JOB 40:10,,
hakwalimumu,1,JOB 40:14,,
hippopotamus,1,JOB 40:15,,
luna,1,JOB 40:17,,
hebani,1,JOB 40:17,,
gadaramu,1,JOB 40:20,,
toiamu,1,JOB 40:23,,
gadaralaia,1,JOB 41:5,,
vakaia,1,JOB 41:13,,
heḡeḡe-dae,1,JOB 41:14,,
hahekapa-hekapadia,1,JOB 41:15,,
hekahi-hekahi,1,JOB 41:16,,
kimoremore,1,JOB 41:19,,
hahodi-lasi,1,JOB 41:21,,
ha-aradiamu,1,JOB 41:21,,
haheḡari,1,JOB 41:22,,
baruru-barurudia,1,JOB 41:23,,
hahekapa-hekapadiamu,1,JOB 41:23,,
nadi-hurona,1,JOB 41:24,,
houka-houkana,1,JOB 41:27,,
hanahuaiamu,1,JOB 41:32,,
hahoagu,1,JOB 42:3,,
itamumu,1,JOB 42:5,,
vagivaḡina,1,JOB 42:11,,
lemima,1,JOB 42:14,,
kesia,1,JOB 42:14,,
kerene-hapuku,1,JOB 42:14,,
ḡuilaida,1,PSA 2:3,,
vahadia,1,PSA 3:7,,
gimagumu,1,PSA 4:8,,
ḡaragarana,1,PSA 6:1,,
pariparumu,1,PSA 6:6,,
doriva-doriva,1,PSA 7:17,,
higgaion,1,PSA 9:16,,
pururudiamu,1,PSA 10:5,,
hapataia,1,PSA 10:10,,
adaimu,1,PSA 11:2,,
bibinada,1,PSA 12:4,,
mauri-gabuna,1,PSA 12:5,,
ihavevelaina,1,PSA 12:6,,
heherea-dadae,1,PSA 16:3,,
koudiamu,1,PSA 17:10,,
gavagu,1,PSA 17:11,,
ha-aonegaiamu,1,PSA 19:7,,
haodaia,1,PSA 20:5,,
rak-atanigu,1,PSA 22:1,,
gimaguva,1,PSA 22:9,,
heridemu,1,PSA 22:14,,
kaki,1,PSA 22:15,,
ḡegegu,1,PSA 22:16,,
raraigumu,1,PSA 22:17,,
ireḡugu,1,PSA 23:1,,
hahekuregumu,1,PSA 23:2,,
deḡedeḡerahu,1,PSA 23:2,,
horoamu,1,PSA 23:5,,
ima-ḡoevaḡoeva,1,PSA 24:4,,
herouheroua,1,PSA 25:2,,
hemailaimu,1,PSA 25:6,,
iabidadama-henimu,1,PSA 26:3,,
ialo-ḡoevaḡoeva,1,PSA 26:6,,
huriamu,1,PSA 26:6,,
lololaiamu,1,PSA 26:7,,
darogu,1,PSA 26:9,,
daḡedage,1,PSA 27:2,,
ḡosimu,1,PSA 27:12,,
negara,1,PSA 28:2,,
hakevaru,1,PSA 29:7,,
hirihirimu,1,PSA 29:9,,
au-raudia,1,PSA 29:9,,
gadeḡade,1,PSA 30:11,,
mamano,1,PSA 31:10,,
heautanigumu,1,PSA 31:11,,
hahekapu,1,PSA 31:18,,
geakageaka,1,PSA 32:4,,
hahegeḡegu,1,PSA 32:7,,
taurla,1,PSA 32:10,,
lolomui,1,PSA 33:3,,
hamaundia,1,PSA 33:19,,
hatoadia,1,PSA 35:8,,
ihi-ihiraiguva,1,PSA 35:15,,
ha-roro,1,PSA 35:19,,
ahagamu,1,PSA 35:21,,
ihamaoromaorogu,1,PSA 35:23,,
gvauraigu,1,PSA 35:24,,
paraparamu,1,PSA 36:12,,
alomu,1,PSA 37:1,,
tagamu,1,PSA 37:7,,
hereava,1,PSA 37:35,,
digaramu,1,PSA 38:3,,
ikoigu,1,PSA 38:12,,
davanalaiamu,1,PSA 38:20,,
ilalolaimai,1,PSA 40:5,,
lalo-hadaidia,1,PSA 40:5,,
ilokuna,1,PSA 40:7,,
reḡugu,1,PSA 40:11,,
ohona,1,PSA 40:14,,
misara,1,PSA 42:6,,
seiraina,1,PSA 42:7,,
haheḡanilaiamu,1,PSA 42:8,,
haloumai,1,PSA 44:10,,
hakarohomai,1,PSA 44:11,,
hevasehalaimai,1,PSA 44:13,,
ihi-ihiraimai,1,PSA 44:14,,
huarimai,1,PSA 44:19,,
koekoemu,1,PSA 45:3,,
aurla,1,PSA 45:6,,
hamoalemumu,1,PSA 45:8,,
haheraiamu,1,PSA 45:13,,
moale-badadia,1,PSA 45:15,,
bituamu,1,PSA 46:9,,
douamu,1,PSA 46:9,,
heatolaigumu,1,PSA 46:10,,
henudai,1,PSA 47:3,,
goada-bada,1,PSA 50:1,,
hairai-herea,1,PSA 50:2,,
kumamu,1,PSA 50:3,,
gegea,1,PSA 50:3,,
hurigu,1,PSA 51:7,,
kerehaim,1,PSA 51:17,,
raḡamu,1,PSA 52:5,,
imudana,1,PSA 54:4,,
nenenenemu,1,PSA 54:7,,
hadaradaragu,1,PSA 55:3,,
hanigu,1,PSA 55:6,,
haheala,1,PSA 55:9,,
hehenamo,1,PSA 56:12,,
ihatoadia,1,PSA 57:6,,
ragadia,1,PSA 58:6,,
bisisi,1,PSA 58:8,,
kwari,1,PSA 58:8,,
ihebubuna,1,PSA 59:2,,
ioamu,1,PSA 59:6,,
kumumu,1,PSA 59:15,,
haka-lgu,1,PSA 60:9,,
hagagu,1,PSA 61:2,,
sehemu,1,PSA 62:3,,
larodia,1,PSA 62:10,,
segediamu,1,PSA 64:3,,
kinodiamu,1,PSA 64:3,,
tarakiamu,1,PSA 64:4,,
iato-hehunidia,1,PSA 64:5,,
itada,1,PSA 64:5,,
aonegada,1,PSA 64:6,,
hadareremaimu,1,PSA 65:3,,
hariolaiamu,1,PSA 65:6,,
ruadia,1,PSA 65:10,,
hataoradiamu,1,PSA 65:10,,
hadabuadiamu,1,PSA 65:13,,
hadokiamu,1,PSA 65:13,,
moimai,1,PSA 66:12,,
iḡole-ohodia,1,PSA 66:15,,
gwau-emuri,1,PSA 68:6,,
kaukauva,1,PSA 68:9,,
haridiamu,1,PSA 68:12,,
hamuemu,1,PSA 68:16,,
hamuena,1,PSA 68:16,,
hareḡemu,1,PSA 68:25,,
laromumu,1,PSA 69:6,,
ihahemaraigu,1,PSA 69:10,,
batubatudia,1,PSA 69:23,,
tahumunu,1,PSA 70:4,,
umodaimu,1,PSA 71:6,,
ioulou,1,PSA 71:14,,
helado,1,PSA 72:16,,
auka-a,1,PSA 73:4,,
hagudu,1,PSA 73:7,,
kodoava,1,PSA 73:21,,
perepere,1,PSA 74:5,,
toamai,1,PSA 74:9,,
raragararagamu,1,PSA 75:3,,
imudadiamu,1,PSA 75:3,,
haboḡe,1,PSA 75:5,,
kiama-kiamadia,1,PSA 76:3,,
iguina,1,PSA 76:6,,
habereredia,1,PSA 76:6,,
haheriolaia,1,PSA 76:10,,
ihalolaina,1,PSA 77:2,,
koea,1,PSA 77:18,,
hirihiri,1,PSA 77:18,,
vataḡamu,1,PSA 77:19,,
koupa-koupa,1,PSA 78:20,,
gadodiava,1,PSA 78:29,,
gadova,1,PSA 78:30,,
malaka-malakava,1,PSA 78:34,,
hatutukadia,1,PSA 78:37,,
deḡedeḡe,1,PSA 78:40,,
rautunutunu,1,PSA 78:46,,
hakaudiava,1,PSA 78:52,,
kirikirilaimaimu,1,PSA 79:4,,
ihadikalaimai,1,PSA 79:8,,
ihi-ihiraimu,1,PSA 79:12,,
hesiriu-hesiriu,1,PSA 79:13,,
badulai,1,PSA 80:4,,
ha-anilaidia,1,PSA 80:5,,
vevea,1,PSA 80:9,,
heubulaimu,1,PSA 80:13,,
hareḡedia,1,PSA 81:2,,
rahu-rahu,1,PSA 81:7,,
kumaia,1,PSA 83:1,,
iaḡamu,1,PSA 83:1,,
henegamu,1,PSA 83:5,,
seriserina,1,PSA 83:10,,
mariu,1,PSA 83:13,,
hegiromu,1,PSA 83:13,,
ḡoleamu,1,PSA 83:14,,
taruhadia,1,PSA 84:10,,
hailai,1,PSA 84:11,,
hanamoava,1,PSA 85:1,,
heabidama,1,PSA 85:10,,
haheboua,1,PSA 86:11,,
badigu,1,PSA 87:7,,
hisihisigu,1,PSA 88:15,,
kahira-kahirana,1,PSA 88:15,,
habubunigumu,1,PSA 88:16,,
heḡegemu,1,PSA 88:17,,
haduduia,1,PSA 89:17,,
haerotania,1,PSA 89:22,,
malaḡa,1,PSA 89:45,,
haheḡereḡereamu,1,PSA 90:11,,
ubumai,1,PSA 90:14,,
hamoalemai,1,PSA 90:15,,
hahisimaiva,1,PSA 90:15,,
mamiava,1,PSA 90:15,,
kinomu,1,PSA 91:5,,
hakahikahimu,1,PSA 91:7,,
hakahikahia,1,PSA 91:10,,
dodobu,1,PSA 92:5,,
sidana,1,PSA 92:12,,
todedia,1,PSA 92:14,,
ha-aonegadiamu,1,PSA 94:10,,
heḡei,1,PSA 94:13,,
ikarada,1,PSA 95:6,,
tuida,1,PSA 95:6,,
tano-ḡagaena,1,PSA 95:8,,
lalo-kerere,1,PSA 95:10,,
ihahemaoro,1,PSA 96:13,,
hahaneava,1,PSA 99:6,,
hahenamomui,1,PSA 100:4,,
aneiaidia,1,PSA 101:1,,
ialo-gagevagageva,1,PSA 101:4,,
heagimu,1,PSA 101:5,,
ilalonamo-henina,1,PSA 102:13,,
nenea,1,PSA 102:19,,
bolodiamu,1,PSA 102:26,,
halohidia,1,PSA 104:10,,
hapariparidiamu,1,PSA 104:13,,
ihakimoredia,1,PSA 104:15,,
ihagoadalaidia,1,PSA 104:15,,
heḡiḡi-boudia,1,PSA 104:24,,
duahiduahi,1,PSA 104:25,,
lakara,1,PSA 104:26,,
donodono,1,PSA 104:26,,
raraiamu,1,PSA 104:32,,
ha-aonegadia,1,PSA 105:22,,
iḡovadia,1,PSA 105:39,,
kororova,1,PSA 106:9,,
ihavarodavarodadia,1,PSA 106:15,,
bodohia,1,PSA 106:20,,
siriana,1,PSA 106:32,,
manadalaiva,1,PSA 106:35,,
hahebubuva,1,PSA 106:38,,
hamirodiava,1,PSA 106:39,,
ibogahisidia,1,PSA 106:46,,
abidiava,1,PSA 107:5,,
hakunuamu,1,PSA 107:9,,
gadoimu,1,PSA 107:39,,
haheḡeḡegu,1,PSA 109:3,,
ihahemaoro-heninatotona,1,PSA 109:6,,
dodoa,1,PSA 109:18,,
ḡeḡeamu,1,PSA 109:19,,
ogogamimu,1,PSA 109:22,,
tapogu,1,PSA 109:23,,
iheatu-henigu,1,PSA 109:28,,
kunudia,1,PSA 110:3,,
hesinu,1,PSA 112:3,,
gado-idau,1,PSA 114:1,,
ioumu,1,PSA 114:5,,
udu-baubaudia,1,PSA 115:6,,
gugubaguva,1,PSA 116:3,,
hekwakwanaiva,1,PSA 116:6,,
hamauriguva,1,PSA 116:6,,
geḡegu,1,PSA 118:11,,
gwauraimumu,1,PSA 119:13,,
abigumu,1,PSA 119:53,,
dae-kau,1,PSA 119:54,,
idoagumu,1,PSA 119:61,,
ivedailaina,1,PSA 119:83,,
momomo,1,PSA 119:86,,
kakani,1,PSA 119:86,,
aragumu,1,PSA 119:139,,
larodiamu,1,PSA 119:147,,
abi-dadi,1,PSA 119:162,,
wa,1,PSA 119:165,,
hadibalaigumu,1,PSA 119:171,,
hagoreremu,1,PSA 121:6,,
hahekuboua,1,PSA 122:3,,
hekinkirilai,1,PSA 123:4,,
maurida,1,PSA 124:3,,
siahuva,1,PSA 124:3,,
aruda,1,PSA 124:4,,
habubunida,1,PSA 124:4,,
ḡovada,1,PSA 124:5,,
hanuamu,1,PSA 127:2,,
hadaediamu,1,PSA 135:7,,
tarlobada,1,PSA 138:4,,
anelaidia,1,PSA 138:5,,
karakarana,1,PSA 138:8,,
gunalaigumu,1,PSA 139:5,,
gabelaigumu,1,PSA 139:5,,
gorugu,1,PSA 139:11,,
hamatakamu,1,PSA 140:3,,
idoalaigu,1,PSA 140:5,,
hageremumu,1,PSA 141:8,,
dosigumu,1,PSA 142:4,,
gegegu,1,PSA 142:7,,
heinina,1,PSA 143:10,,
dawe,1,PSA 143:12,,
kwakiwakidia,1,PSA 144:1,,
varo-gwauta,1,PSA 144:9,,
gitarana,1,PSA 144:9,,
hapiu,1,PSA 145:7,,
anelai,1,PSA 145:7,,
hariharibadana,1,PSA 147:1,,
beberoho,1,PSA 147:16,,
hatoaiamu,1,PSA 147:18,,
diarimui,1,PSA 148:3,,
dorivana,1,PSA 148:4,,
tano-rau,1,PSA 148:10,,
dekedekenai,1,PSA 148:14,,
haheralaidiamu,1,PSA 149:4,,
karabalaheni,1,PRO 1:4,,
iotona,1,PRO 1:17,,
ihahebubudia,1,PRO 1:18,,
hoinoi,1,PRO 1:20,,
kware-kware,1,PRO 1:22,,
ḡonaḡonalaimui,1,PRO 1:26,,
hidiva,1,PRO 1:29,,
lalo-dobu,1,PRO 2:3,,
idiho-henina,1,PRO 2:18,,
maoromabro,1,PRO 2:21,,
hegui-hegui,1,PRO 2:22,,
ibulolaina,1,PRO 3:10,,
diba-bada,1,PRO 3:20,,
heralaia,1,PRO 3:22,,
hahetaku,1,PRO 3:25,,
taiḡa,1,PRO 3:31,,
tavada,1,PRO 4:16,,
segedia,1,PRO 5:4,,
ikwahimu,1,PRO 5:9,,
eiava-miara,1,PRO 5:19,,
kaura,1,PRO 6:6,,
dadaroamu,1,PRO 6:13,,
dodoriana,1,PRO 6:13,,
duduiamu,1,PRO 6:13,,
badulaidiamu,1,PRO 6:16,,
haraka,1,PRO 6:28,,
daukaumu,1,PRO 6:29,,
ibogahisina,1,PRO 6:34,,
kwakikwakimu,1,PRO 7:3,,
maka-maka,1,PRO 7:6,,
kerekereva,1,PRO 7:9,,
harahuamu,1,PRO 7:13,,
kirina,1,PRO 7:13,,
hepui,1,PRO 8:8,,
gageva-agevadia,1,PRO 8:13,,
halohilohia,1,PRO 8:28,,
moalelaiguva,1,PRO 8:30,,
reagumu,1,PRO 8:36,,
lebulebuna,1,PRO 9:13,,
mamula,1,PRO 9:17,,
vadivadina,1,PRO 9:18,,
haherauamu,1,PRO 10:2,,
kunumaiamu,1,PRO 10:10,,
heḡarana,1,PRO 10:26,,
kunu-metau,1,PRO 10:26,,
gagageva-gagageva,1,PRO 10:32,,
hakoikoiamu,1,PRO 11:1,,
ehakaudiamu,1,PRO 11:3,,
hamaoromaoroamu,1,PRO 11:5,,
heḡuihegui,1,PRO 11:6,,
hahehisimu,1,PRO 11:17,,
basineroho,1,PRO 11:21,,
hane-namo,1,PRO 11:22,,
kurukuruna,1,PRO 11:22,,
dairi-dairimu,1,PRO 11:25,,
ihamanokana,1,PRO 12:4,,
hedaimu,1,PRO 12:12,,
hegwadamuna,1,PRO 12:18,,
vanahamu,1,PRO 12:19,,
hametauamu,1,PRO 12:25,,
kamonaidiamu,1,PRO 13:1,,
halahena,1,PRO 13:12,,
ogoḡamunu,1,PRO 13:18,,
masetanimu,1,PRO 13:22,,
egarimu,1,PRO 14:2,,
hualiuadia,1,PRO 14:14,,
alalo-parara,1,PRO 14:15,,
lahuimu,1,PRO 14:16,,
havavalaidiamu,1,PRO 14:18,,
kekerere,1,PRO 14:22,,
ivavalaidia,1,PRO 14:24,,
baedavaria,1,PRO 14:26,,
masc,1,PRO 14:27,,
baineharohoa,1,PRO 14:32,,
turianki,1,PRO 15:1,,
davari-davari,1,PRO 15:6,,
hehedina-rarai,1,PRO 15:11,,
hekwakwanaina,1,PRO 15:16,,
ianimaina,1,PRO 15:17,,
haumaia,1,PRO 15:18,,
hahealomu,1,PRO 15:22,,
herohomu,1,PRO 16:6,,
hadihodiamu,1,PRO 16:15,,
abi-hidina,1,PRO 16:16,,
iabi-hidula,1,PRO 16:16,,
hamaoromaorodiamu,1,PRO 16:23,,
heiri-heirina,1,PRO 17:1,,
haberoamu,1,PRO 17:10,,
badu-haraḡamu,1,PRO 17:27,,
haheidaumu,1,PRO 18:1,,
ibeiana,1,PRO 18:5,,
idoalaina,1,PRO 18:7,,
lahedomu,1,PRO 18:9,,
haraḡa-haragamu,1,PRO 19:2,,
heautaniamu,1,PRO 19:7,,
heura-henimu,1,PRO 19:8,,
loḡea,1,PRO 19:10,,
ilalo-negena,1,PRO 19:11,,
luluamumerona,1,PRO 19:26,,
hiruka-hiruka,1,PRO 19:29,,
egwauraimu,1,PRO 20:6,,
maorormaoro,1,PRO 20:7,,
lalo-haraga,1,PRO 21:5,,
idoana,1,PRO 21:6,,
hahetahadiamu,1,PRO 21:15,,
moale-kava,1,PRO 21:17,,
bodohiamu,1,PRO 21:18,,
heaḡi-heaḡimu,1,PRO 21:24,,
heḡahusimu,1,PRO 21:26,,
iabi-hididia,1,PRO 22:1,,
gaga-isi,1,PRO 22:9,,
iehovas,1,PRO 22:12,,
manadalaidia,1,PRO 22:25,,
mata-henina,1,PRO 23:6,,
lavadaemu,1,PRO 23:20,,
tohomuta,1,PRO 23:30,,
udia,1,PRO 23:30,,
kimore-kimoremu,1,PRO 23:31,,
ilalo-hatadia,1,PRO 24:9,,
haherahumu,1,PRO 24:26,,
dagana,1,PRO 24:27,,
ihunidia,1,PRO 25:2,,
kakaroa,1,PRO 25:4,,
pavapva,1,PRO 25:5,,
vauraina,1,PRO 25:11,,
apolodia,1,PRO 25:11,,
hamatamatadiamu,1,PRO 25:13,,
heḡara,1,PRO 25:20,,
masea,1,PRO 25:21,,
keruma-keruma,1,PRO 25:25,,
duhumu,1,PRO 25:26,,
heveriverimu,1,PRO 26:7,,
giniginina,1,PRO 26:9,,
garugaruna,1,PRO 26:14,,
davedavemu,1,PRO 26:14,,
hesikulaiamu,1,PRO 26:15,,
lalo-pararadia,1,PRO 26:16,,
tahodiamu,1,PRO 26:18,,
kavari-kavarina,1,PRO 26:23,,
heinaimu,1,PRO 26:24,,
hekeimu,1,PRO 26:27,,
keiamu,1,PRO 26:27,,
dagedaḡena,1,PRO 27:4,,
rohotaniamu,1,PRO 27:8,,
davanamu,1,PRO 27:20,,
biridia,1,PRO 28:4,,
lalo-momokani,1,PRO 28:6,,
egogomu,1,PRO 28:8,,
kepokepomu,1,PRO 28:9,,
iabi-koikoina,1,PRO 28:16,,
ḡavalaiamu,1,PRO 28:20,,
eseltaḡa,1,PRO 28:22,,
hutumamu,1,PRO 28:28,,
hapetapetalaiamu,1,PRO 29:3,,
igwaurai-bagubagudia,1,PRO 29:4,,
otoamu,1,PRO 29:5,,
ihatoalaina,1,PRO 29:5,,
hagabuḡabua,1,PRO 29:21,,
aguru,1,PRO 30:1,,
iake,1,PRO 30:1,,
henao-henao,1,PRO 30:9,,
etomamu,1,PRO 30:12,,
haroroka-rorokamu,1,PRO 30:13,,
doma,1,PRO 30:15,,
maseamu,1,PRO 30:16,,
galodia,1,PRO 30:17,,
hoadia,1,PRO 30:18,,
ere-eremu,1,PRO 30:27,,
ruturutumu,1,PRO 30:29,,
turiaturiamu,1,PRO 30:29,,
baubauna,1,PRO 30:33,,
namo-heredia,1,PRO 31:10,,
igirolaina,1,PRO 31:19,,
hetahalaidiamu,1,PRO 31:21,,
miakoremana,1,PRO 31:22,,
hahedokilaidiamu,1,PRO 31:25,,
inonogadia,1,PRO 31:27,,
laloa-laloa,1,PRO 31:30,,
heḡeḡe-heḡeḡemu,1,ECC 1:6,,
iai,1,ECC 2:17,,
hasenu,1,ECC 2:26,,
ihaboiona,1,ECC 3:6,,
ikahu-negena,1,ECC 3:6,,
hahairaidia,1,ECC 3:11,,
vaḡeḡelai,1,ECC 4:4,,
lokumu,1,ECC 4:5,,
dadihaidiamu,1,ECC 5:8,,
birulaiamu,1,ECC 5:9,,
iha,1,ECC 5:11,,
igogosina,1,ECC 5:13,,
btine,1,ECC 5:18,,
ḡegeva,1,ECC 7:3,,
hakavaiamu,1,ECC 7:7,,
lalo-heaḡi,1,ECC 7:8,,
kukuha,1,ECC 7:25,,
idita-hereana,1,ECC 7:26,,
hahururu-hururuamu,1,ECC 8:1,,
gunaguna-idia,1,ECC 8:10,,
lalo-bodaga,1,ECC 9:2,,
heura-heni,1,ECC 9:6,,
heinai-heni,1,ECC 9:6,,
lalo-namomu,1,ECC 9:7,,
hekwarahilaimu,1,ECC 9:9,,
goada-badamu,1,ECC 9:10,,
rekena,1,ECC 9:12,,
hahoadiamu,1,ECC 9:12,,
taradiamu,1,ECC 10:9,,
poladiamu,1,ECC 10:9,,
haheauamu,1,ECC 10:10,,
matamadia,1,ECC 10:13,,
roholaia,1,ECC 10:20,,
geiḡei,1,ECC 11:4,,
hamoalemu,1,ECC 11:9,,
iriridia,1,ECC 12:3,,
iririna,1,ECC 12:4,,
bainabaina,1,ECC 12:5,,
hesea,1,ECC 12:6,,
keikeina,1,ECC 12:6,,
ha-aonegadiava,1,ECC 12:9,,
hahemaorg,1,ECC 12:14,,
seiamu,1,SNG 1:3,,
hahekurediamu,1,SNG 1:7,,
ihaheralaimu,1,SNG 1:11,,
idabubuna,1,SNG 1:14,,
vine-imeadia,1,SNG 1:14,,
gadoka-gadoka,1,SNG 1:16,,
vahuvahuna,1,SNG 2:1,,
sosanana,1,SNG 2:1,,
siniura,1,SNG 2:2,,
moale-badagu,1,SNG 2:3,,
daegu,1,SNG 2:4,,
ha-igomu,1,SNG 2:9,,
makamaka,1,SNG 2:9,,
mariboi,1,SNG 2:15,,
mamaragi,1,SNG 2:15,,
dadae,1,SNG 4:4,,
bebeka-bebekamu,1,SNG 4:7,,
amana,1,SNG 4:8,,
sinavai-sinavaina,1,SNG 4:15,,
rohoroholai,1,SNG 4:16,,
iduaragu,1,SNG 5:2,,
daukau,1,SNG 5:4,,
abihaigu,1,SNG 5:7,,
hui-tuma,1,SNG 5:11,,
huridiamu,1,SNG 5:12,,
ḡoevadaemu,1,SNG 5:12,,
honana,1,SNG 5:13,,
